	temp_amplitude	temp_RA	temp_IV	temp_cosinor_rsquared	temp_within_day_SD	temp_mean_mean	phase	temp_phase	weekend_temp_amplitude	weekday_temp_amplitude
1396364.0	13.14742634706105	-0.0772106424952805	1.255188278330787	0.3577189082260207	2.511539218509454	29.08362879383159	-10.24964306994582	1.4347040769109287	2.559094056811925	2.9238554931599783
1930596.0	1.2705629235178748	-0.1234625968450439	1.1942466886000835	0.2300044573391954	2.456922078219862	32.0951729742649	-10.851813071517082	1.8441823275870728	3.68210680241686	1.3390114338052954
6010226.0	1.023130470821063	-0.0959176183454236	0.735152455002246	0.2487284836825343	2.0850497491254147	28.224915281357504	-8.572437155514239	0.3458075341069201	15.400367751599736	2.9952788774105987
2144346.0	2.288674796979146	-0.0497592048275138	1.3221889045866848	0.1020527647971982	2.818209160631329	30.91316050642273	-10.04011433696863	-1.3460808849998376	2.286052036802082	1.6550316016943487
5991187.0	0.5243532547662454	-0.018276756911433	1.163072792022885	0.163300467732513	1.6018515422757038	28.11154735331632	-10.705689576754574	1.5569947275806546	0.9918008907163472	0.2286294983663111
2561710.0	2.580814414781878	-0.0520944859626745	0.5987137387772989	0.0568615665813714	3.0726370940509704	27.357852163016467	-9.990788237392865	2.3621209400024807	1.6217430606370815	0.7740382448873308
2852900.0	0.9983273199521948	-0.0760063450311027	1.901489242795371	0.9999941141072936	1.510589035459186	27.62001781506873	-9.076125770135402	1.737064412691086	2.3256725545006973	1.1735568144521888
1345124.0	1.8614860042701515	-0.0298294058624546	1.17165927296669	0.2216703043828831	1.6803290860798183	32.34749064344807	-9.990580411253626	-0.9619148891523484	1.220249196729521	0.543525312831662
3901969.0	2.567186886196487	-0.0543440329539274	1.2634899638335648	0.2651949584804317	2.698891837545241	31.493956502843314	-10.68163718884716	-1.889980898008421	1.1837065167923528	0.7901178166726492
4721799.0	1.811333439697062	-0.0564627207237314	1.5034062476024446	0.3952390419066331	1.8972192929603664	31.404950407897537	10.703499483005892	-0.5363230002107822	2.316359268974891	2.9760226779917143
2682926.0	0.8836941127682432	-0.0699745376228275	0.9337829690073416	0.1631313012636004	1.1928854528804804	30.61601429838135	-10.447350595839891	2.7689179571018347	2.988267854669424	3.856582024494655
3261019.0	3.125215918945314	-0.0681261081686989	0.8838324574792813	0.0526788414239092	1.59754380010147	27.714167032128724	-9.361946240884537	2.784655691606281	0.4376678140446614	1.1531651527123838
1911499.0	0.8948956547928529	-0.103348096804391	0.8602956440304883	0.4263933244331707	1.016999370448736	32.46691230203019	-9.447552440325854	1.5085620474518917	2.898123574172231	3.730216673403954
3026005.0	0.1354436007545997	-0.0659718237434861	1.5077639967199052	0.2248759020588066	2.8221138285648486	30.28087942286533	-10.171848376500146	0.6172580069630293	4.02712457185765	1.2500356281073448
1586418.0	2.256583276898789	-0.0798584296952701	2.112447911276728	0.0592251447681004	3.309346633855798	28.793055389473498	-10.922513540699644	2.6371418747408093	6.841495094120882	0.9736157324138685
2029011.0	3.753575232328903	-0.1319983673795194	3.315696153404521	0.2130483962489218	1.7589545952909436	30.366943969801007	-10.56978323374388	2.820997668221474	2.0173269257297086	1.946198427344138
5628982.0	0.5240533278680422	-0.0412527096238395	0.8630252043963788	0.1074479664755131	3.0123586399013287	27.912696152137077	-10.492439866786851	-2.9286917367031493	0.4744410677409523	0.3670502382419495
2755038.0	2.845459543164109	-0.0527349997139761	1.5319015810048051	0.0557747686287205	2.4710479123497024	30.917642061778288	-8.40262241001685	3.180895625835111	1.6807330580422382	1.879959497567572
2852946.0	2.025151596941623	-0.0335376267401277	0.9982662660817662	0.2043932375984766	2.3483786191752154	30.31961504086134	-8.434453089218383	0.5072047573764087	0.758957737972829	1.8279708176320355
